Episode,Step,State,Action,Reward,Collision_Probability,Collision_Probability_List,Action_Description,Done
328,5,"[ 2.21884735e+02  3.56802826e+01  1.29681519e+02  0.00000000e+00
  5.00000000e-01  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.56404272e-01  5.02914429e+01  1.69511214e-01  1.07247179e+01
  4.00000000e+00  4.00000000e+00  5.02987861e+01  0.00000000e+00
  1.49921832e+02  1.28364448e+02  1.34768721e+00  5.40466283e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  4.50393788e+01  1.00000000e+02
  2.41685626e-01 -3.88529029e+00  1.00000000e+00]",34,0.621727,0.621727,"[0, 0, 0, 0, 0, 0.621727, 0.484459, 0.143165, 0, 0, 0, 0]",NPC vehicle overtake?lane=left&maintainlane=0&position=near,False
328,6,"[ 2.52123810e+02  3.57149582e+01  1.55240616e+02  0.00000000e+00
  5.00000000e-01  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  3.59790222e+02  4.99424286e+01  4.21865052e-03  2.15723718e+00
  5.00000000e+00  5.00000000e+00  4.25228364e+01  9.99907959e+00
  1.52072839e+02  1.12720918e+02  1.34992323e+00  5.41150233e+00
  1.00000000e+02  1.00000000e+01  1.00000000e+02  2.00000000e+01
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.45000000e+01  1.00000000e+02
 -1.12817658e-01 -5.36082745e-01  1.00000000e+00]",23,-1,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",NPC vehicle drive-ahead?lane=left&maintainlane=1&position=far,False
328,7,"[ 2.52123810e+02  3.57149582e+01  1.55240616e+02  0.00000000e+00
  5.00000000e-01  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  3.59790222e+02  4.99424286e+01  4.21865052e-03  2.15723718e+00
  6.00000000e+00  6.00000000e+00  4.25228364e+01  9.99907959e+00
  1.52072839e+02  1.12720918e+02  1.34992323e+00  5.41150233e+00
  1.00000000e+02  1.00000000e+01  1.00000000e+02  2.00000000e+01
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  4.11637145e+01  1.00000000e+02
 -1.22722446e-01 -3.00000000e+00  1.00000000e+00]",33,0.445869,0.445869,"[0.186924, 0.445869, 0.208825, 0, 0, 0, 0, 0, 0, 0, 0, 0]",NPC vehicle overtake?lane=left&maintainlane=1&position=near,False
328,8,"[ 2.53620987e+02  3.57253380e+01  1.56497940e+02  0.00000000e+00
  5.00000000e-01  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  3.59693481e+02  4.99829521e+01  3.70845851e-03  1.20643711e-04
  7.00000000e+00  7.00000000e+00  4.83032503e+01  0.00000000e+00
  1.29477366e+01  8.48536721e+01  1.35050359e+00  5.41080172e+00
  1.50517296e+01  2.87436073e+00  0.00000000e+00  7.38462521e-01
  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  6.99830093e+01  1.00000000e+02
 -1.15085806e-01 -3.00000000e+00  1.00000000e+00]",44,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",NPC vehicle cross-road?maintainlane=0&position=far,False
328,9,"[2.66266541e+02 3.57764359e+01 1.67082748e+02 0.00000000e+00
 5.00000000e-01 0.00000000e+00 1.20000000e+01 1.00000000e+00
 1.96798593e-01 5.00800781e+01 7.09281908e-03 7.36297105e+00
 8.00000000e+00 8.00000000e+00 2.35921523e+01 3.99728932e+00
 1.40221330e+01 2.76609435e+02 1.34744735e+00 5.40908464e+00
 1.00000000e+02 1.00000000e+01 1.00000000e+02 2.00000000e+01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 4.91700816e+01 0.00000000e+00 1.00000000e+02
 9.53162910e-02 1.54000001e+00 1.00000000e+00]",26,1.0,1.0,"[0, 0.281179, 0.873924, 1, 1, 0.763221, 0.754682, 0.820461, 1, 0.773764, 0.739294, 0.703183]",NPC vehicle drive-ahead?lane=left&maintainlane=1&position=near,False
328,10,"[2.79146729e+02 3.55576630e+01 1.77952820e+02 0.00000000e+00
 5.00000000e-01 0.00000000e+00 1.20000000e+01 1.00000000e+00
 9.98641729e-01 4.87526474e+01 1.61300190e-02 2.25353608e-04
 8.00000000e+00 8.00000000e+00 6.33220919e+00 1.56014328e+00
 1.37523676e+01 3.74409329e+02 1.34232790e+00 5.43219851e+00
 1.00000000e+02 1.00000000e+01 1.00000000e+02 2.00000000e+01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 6.03943560e+01 0.00000000e+00 1.00000000e+02
 1.75234738e-01 1.25899543e+00 1.00000000e+00]",29,0.818369,0.818369,"[0.674298, 0.668853, 0.727392, 0.818369, 0.816519, 0.767664, 0.624513, 0.328202, 0.039777, 0, 0.255544, 0.351406]",NPC vehicle overtake?lane=right&maintainlane=1&position=near,False
328,11,"[ 3.06226044e+02  3.54161491e+01  2.02842789e+02  0.00000000e+00
  5.00000000e-01  0.00000000e+00  1.20000000e+01  0.00000000e+00
  8.02153051e-02  4.63579788e+01  3.59991882e+02  7.43338815e+00
  9.00000000e+00  9.00000000e+00  3.30046013e+00  1.39993118e+01
  9.94430135e+01  3.51257560e+02  1.34815961e+00  5.47411947e+00
  3.65985297e+00  4.75792939e+00  2.32775301e+00  2.00165313e+00
  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.77385012e+01  1.00000000e+02
 -1.63187593e-01 -6.94465927e-01  1.00000000e+00]",36,-1,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",NPC vehicle overtake?lane=current&maintainlane=1&position=far,False
328,12,"[ 3.06226044e+02  3.54161491e+01  2.02842789e+02  0.00000000e+00
  5.00000000e-01  0.00000000e+00  1.20000000e+01  0.00000000e+00
  8.02153051e-02  4.63579788e+01  3.59991882e+02  7.43338815e+00
  1.00000000e+01  1.00000000e+01  3.30046013e+00  1.39993118e+01
  9.94430135e+01  3.51257560e+02  1.34815961e+00  5.47411947e+00
  3.65985297e+00  4.75792939e+00  2.32775301e+00  2.00165313e+00
  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.78995217e+01  1.00000000e+02
 -9.91190719e-02 -2.89954069e+00  1.00000000e+00]",36,0.911044,0.911044,"[0, 0.19812, 0.445242, 0.585846, 0.670369, 0.742404, 0.867393, 0.904161, 0.911044, 0.903848, 0.890431, 0.88531]",NPC vehicle overtake?lane=current&maintainlane=1&position=far,False
328,13,"[ 3.22013550e+02  3.50103073e+01  2.17560181e+02  0.00000000e+00
  5.00000000e-01  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.31490231e+00  4.79279251e+01  3.59991943e+02  1.13818711e-03
  1.00000000e+01  1.00000000e+01  3.49847298e+00  0.00000000e+00
  9.89832075e+01  1.49943541e+02  1.34021751e+00  5.44672397e+00
  1.17170933e+01  3.47626942e+00  0.00000000e+00  2.97209281e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  6.98397053e+01  1.00000000e+02
 -9.38504918e-01 -3.00000000e+00  1.00000000e+00]",24,0.885193,0.885193,"[0.885193, 0.881691, 0.876716, 0.874257, 0.870316, 0.869869, 0.254218, 0.869657, 0.869659, 0.869655, 0.869645, 0.869639]",NPC vehicle drive-ahead?lane=left&maintainlane=0&position=far,False
328,14,"[ 3.22378235e+02  3.50018387e+01  2.17886978e+02  0.00000000e+00
  5.00000000e-01  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.14607596e+00  4.79848099e+01  3.59993225e+02  1.18230782e-04
  1.10000000e+01  1.10000000e+01  3.72946448e+00  0.00000000e+00
  9.89827756e+01  2.34414373e+02  1.34134578e+00  5.44571987e+00
  6.77481720e+01  8.77187945e+00  6.69181837e+01  1.48222993e+01
  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  6.99833492e+01  1.00000000e+02
 -7.94643517e-01 -3.00000000e+00  1.00000000e+00]",24,0.86954,0.86954,"[0.86954, 0.732826, 0.235434, 0.213549, 0.210722, 0.207881, 0.203483, 0.192154, 0.182645, 0.18242, 0.18011, 0.178091]",NPC vehicle drive-ahead?lane=left&maintainlane=0&position=far,False
328,15,"[ 3.22866394e+02  3.49905281e+01  2.18323990e+02  0.00000000e+00
  5.00000000e-01  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.02374959e+00  4.80167847e+01 -5.42993285e-03  4.63945126e-04
  1.20000000e+01  1.20000000e+01  4.10987819e+00  0.00000000e+00
  9.89827832e+01  6.17178847e+02  1.34214180e+00  5.44515507e+00
  2.23530456e+01  4.55713296e+00  1.40345357e-01  3.08679341e+00
  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.57000000e+01  0.00000000e+00  1.00000000e+02
 -9.32191853e-01  2.30316005e-02  1.00000000e+00]",29,-1,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",NPC vehicle overtake?lane=right&maintainlane=1&position=near,False
328,16,"[ 3.22866394e+02  3.49905281e+01  2.18323990e+02  0.00000000e+00
  5.00000000e-01  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.02374959e+00  4.80167847e+01 -5.42993285e-03  4.63945126e-04
  1.30000000e+01  1.30000000e+01  4.10987819e+00  0.00000000e+00
  9.89827832e+01  6.17178847e+02  1.34214180e+00  5.44515507e+00
  2.23530456e+01  4.55713296e+00  1.40345357e-01  3.08679341e+00
  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.57000000e+01  0.00000000e+00  1.00000000e+02
 -9.32191853e-01  1.01685870e-01  1.00000000e+00]",36,-1,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",NPC vehicle overtake?lane=current&maintainlane=1&position=far,False
328,17,"[ 3.22866394e+02  3.49905281e+01  2.18323990e+02  0.00000000e+00
  5.00000000e-01  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  1.02374959e+00  4.80167847e+01 -5.42993285e-03  4.63945126e-04
  1.40000000e+01  1.40000000e+01  4.10987819e+00  0.00000000e+00
  9.89827832e+01  6.17178847e+02  1.34214180e+00  5.44515507e+00
  2.23530456e+01  4.55713296e+00  1.40345357e-01  3.08679341e+00
  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.57000000e+01  0.00000000e+00  1.00000000e+02
 -9.32191853e-01  1.80043889e-01  1.00000000e+00]",36,0.941343,0.941343,"[0.814563, 0.917041, 0.941343, 0.462447, 0.130973, 0.364621, 0.27814, 0.25393, 0.24711, 0.245752, 0.245167, 0.244954]",NPC vehicle overtake?lane=current&maintainlane=1&position=far,False
328,18,"[ 3.23132263e+02  3.49843483e+01  2.18562668e+02  0.00000000e+00
  5.00000000e-01  0.00000000e+00  1.20000000e+01  1.00000000e+00
  9.56390500e-01  4.80598259e+01 -4.18957043e-03  1.54990223e-04
  1.40000000e+01  1.40000000e+01  4.34538082e+00  0.00000000e+00
  9.89827868e+01  6.98746003e+02  1.34258456e+00  5.44439986e+00
  1.00000000e+02  1.00000000e+01  1.00000000e+02  2.00000000e+01
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  2.93196503e+01  1.00000000e+02
 -1.72437301e-01 -5.99264184e-03  1.00000000e+00]",24,0.539405,0.539405,"[0.539405, 0.048547, 0.489621, 0.318631, 0.020845, 0, 0, 0, 0, 0, 0, 0.022975]",NPC vehicle drive-ahead?lane=left&maintainlane=0&position=far,False
328,19,"[ 3.36518585e+02  3.49366760e+01  2.30843597e+02  0.00000000e+00
  5.00000000e-01  0.00000000e+00  1.20000000e+01  1.00000000e+00
  3.16525847e-02  4.69564857e+01  1.85757317e-02  3.19161953e+00
  1.50000000e+01  1.50000000e+01  6.54495930e+00  3.14567995e-03
  1.01002649e+02  4.09577949e+02  1.34844243e+00  5.46355795e+00
  6.71276091e+01  8.60299590e+00  6.66678321e+01  1.42343992e+01
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  4.03660750e+01  1.00000000e+02
 -2.15426136e+00 -2.95125718e+00  1.00000000e+00]",24,0.646588,0.646588,"[0.195024, 0.226227, 0.430781, 0.446656, 0.535709, 0.583363, 0.621595, 0.646588, 0.627315, 0.621833, 0.610726, 0.606596]",NPC vehicle drive-ahead?lane=left&maintainlane=0&position=far,False
328,20,"[3.41185455e+02 3.49390450e+01 2.35059311e+02 0.00000000e+00
 5.00000000e-01 0.00000000e+00 1.20000000e+01 1.00000000e+00
 3.59893829e+02 4.80205269e+01 3.59834015e+02 1.82367482e-01
 1.60000000e+01 1.60000000e+01 3.14220902e+00 3.81469727e-04
 1.01002537e+02 4.15789768e+02 1.34931232e+00 5.44581937e+00
 1.00000000e+02 1.00000000e+01 1.00000000e+02 2.00000000e+01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 5.70164002e+01 0.00000000e+00 1.00000000e+02
 1.15105569e+00 2.17387249e-01 1.00000000e+00]",24,0.81063,0.81063,"[0.606386, 0.568224, 0.558584, 0.545253, 0.536881, 0.522336, 0.505713, 0.498597, 0.81063, 0.287328, 0.807621, 0.806385]",NPC vehicle drive-ahead?lane=left&maintainlane=0&position=far,False
328,21,"[ 3.42143127e+02  3.49388199e+01  2.35928162e+02  0.00000000e+00
  5.00000000e-01  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  7.24038780e-02  4.77842216e+01  3.59859100e+02  6.87879536e-02
  1.70000000e+01  1.70000000e+01  3.59219212e+00  0.00000000e+00
  1.01002125e+02  4.17066827e+02  1.34819912e+00  5.44983099e+00
  1.00000000e+02  1.00000000e+01  1.00000000e+02  2.00000000e+01
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.57000000e+01  0.00000000e+00  1.00000000e+02
  1.22108149e+00  4.11140886e-02  1.00000000e+00]",12,0.80272,0.80272,"[0.80272, 0.699025, 0.627481, 0.644863, 0.665533, 0.358217, 0, 0.156714, 0, 0, 0, 0]",Evening,False
328,22,"[3.42541626e+02 3.49413757e+01 2.36291092e+02 0.00000000e+00
 5.00000000e-01 0.00000000e+00 2.00000000e+01 1.00000000e+00
 1.72946841e-01 4.75850143e+01 3.59684753e+02 8.62790427e-02
 1.70000000e+01 1.70000000e+01 8.88274028e+00 1.53348932e-01
 1.83940097e+01 4.56884353e+01 1.34758932e+00 5.45410532e+00
 8.37137162e+01 8.86236389e+00 8.34109999e+01 1.71803083e+01
 0.00000000e+00 0.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.57000000e+01 0.00000000e+00 1.00000000e+02
 1.51835779e+00 1.57573252e-01 1.00000000e+00]",2,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Moderate rain,False
328,23,"[343.13980103  34.94081497 236.84605408   0.5          0.
   0.5         20.           1.         359.92611694  47.24960709
 359.78112793   2.06371477  17.          17.           9.25356164
   0.56516256  17.87404504 132.23955173   1.34909313   5.45952498
  45.96174487   4.51351003   2.91199762   4.24340253   0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.         100.           0.         100.
   2.8693321    3.51000001   1.        ]",12,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Evening,False
328,24,"[ 3.54756592e+02  3.49726028e+01  2.65666290e+02  5.00000000e-01
  0.00000000e+00  5.00000000e-01  2.00000000e+01 -1.00000000e+00
  3.59854553e+02  3.46471985e+02  3.59475128e+02  5.29703812e+00
  1.70000000e+01  1.70000000e+01  1.93507064e+01  4.00008188e+00
  1.84376578e+01  4.44582838e+02  1.34953986e+00  2.38495893e-01
  6.71762128e+01  8.75478289e+00  6.85362825e+01  1.37922216e+01
  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  5.46310820e+01  0.00000000e+00  1.00000000e+02
  2.26339653e+01  1.79640205e+00  1.00000000e+00]",33,-1,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",NPC vehicle overtake?lane=left&maintainlane=1&position=near,False
328,25,"[ 3.54756592e+02  3.49726028e+01  2.65666290e+02  5.00000000e-01
  0.00000000e+00  5.00000000e-01  2.00000000e+01 -1.00000000e+00
  3.59854553e+02  3.46471985e+02  3.59475128e+02  5.29703812e+00
  1.80000000e+01  1.80000000e+01  1.05137145e+01  0.00000000e+00
  1.21378812e+01  4.44582838e+02  1.34953986e+00  2.38495893e-01
  6.71762128e+01  8.75478289e+00  6.85362825e+01  1.37922216e+01
  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.57000000e+01  0.00000000e+00  1.00000000e+02
  2.26339653e+01  1.28554924e-01  1.00000000e+00]",33,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",NPC vehicle overtake?lane=left&maintainlane=1&position=near,False
328,26,"[ 3.33512329e+02  3.57272911e+01  2.92338776e+02  5.00000000e-01
  0.00000000e+00  5.00000000e-01  2.00000000e+01  1.00000000e+00
  3.58185699e+02  3.17281158e+02  3.59988831e+02  3.85483664e-01
  1.80000000e+01  1.80000000e+01  2.97957452e+01  3.99914552e+00
  1.84875163e+01  4.44936931e+02  1.35911662e+00  7.45646659e-01
  6.95615081e+01  5.89249159e+00  5.56340833e+01  1.34367746e+01
  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  4.15349778e+01  1.00000000e+02
  3.32963470e-03 -3.00000000e+00  1.00000000e+00]",33,0.565298,0.565298,"[0, 0, 0.143293, 0.341297, 0.411217, 0.460904, 0.497282, 0.523278, 0.542185, 0.555852, 0.565298, 0]",NPC vehicle overtake?lane=left&maintainlane=1&position=near,False
328,27,"[ 3.33506348e+02  3.57274971e+01  2.92345245e+02  5.00000000e-01
  0.00000000e+00  5.00000000e-01  2.00000000e+01  1.00000000e+00
  3.57967285e+02  3.17283081e+02  3.59988770e+02  9.13923735e-05
  1.90000000e+01  1.90000000e+01  9.11613385e+00  2.63717833e-01
  1.80045230e+01  4.44936715e+02  1.36028441e+00  7.45617300e-01
  1.00000000e+02  1.00000000e+01  1.00000000e+02  2.00000000e+01
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  6.99871289e+01  1.00000000e+02
  3.43113141e-03 -3.00000000e+00  1.00000000e+00]",43,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",NPC vehicle cross-road?maintainlane=1&position=far,False
328,28,"[ 3.33506348e+02  3.57274971e+01  2.92345245e+02  5.00000000e-01
  0.00000000e+00  5.00000000e-01  2.00000000e+01  1.00000000e+00
  3.57967316e+02  3.17285126e+02  3.59988708e+02  1.18977277e-04
  2.00000000e+01  2.00000000e+01  8.80486739e+00  0.00000000e+00
  1.78933347e+01  4.44936715e+02  1.36028785e+00  7.45553895e-01
  1.00000000e+02  1.00000000e+01  1.00000000e+02  2.00000000e+01
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  6.99832440e+01  1.00000000e+02
  3.43113141e-03 -3.00000000e+00  1.00000000e+00]",7,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Light wetness,False
328,29,"[ 3.33506348e+02  3.57274971e+01  2.92345245e+02  0.00000000e+00
  0.00000000e+00  2.00000003e-01  2.00000000e+01 -1.00000000e+00
  3.57967346e+02  3.17287201e+02  3.59988586e+02  1.28475404e-04
  2.00000000e+01  2.00000000e+01  8.80487218e+00  0.00000000e+00
  1.78932556e+01  4.44936715e+02  1.36028957e+00  7.45522193e-01
  1.00000000e+02  1.00000000e+01  1.00000000e+02  2.00000000e+01
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  6.99819064e+01  1.00000000e+02
  3.43113141e-03 -3.00000000e+00  1.00000000e+00]",42,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",NPC vehicle drive-opposite?maintainlane=1&position=near,True
329,0,"[3.25632095e+01 3.48726387e+01 9.77981949e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.20000000e+01 1.00000000e+00
 3.59614319e+02 7.33531189e+01 3.59959839e+02 3.90041262e+00
 0.00000000e+00 0.00000000e+00 1.00000000e+05 1.00000000e+03
 1.00000000e+03 1.00000000e+05 1.35098506e+00 5.00311473e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.95342525e+01 0.00000000e+00 1.00000000e+02
 2.38530119e+00 1.20529721e+00 1.00000000e+00]",24,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",NPC vehicle drive-ahead?lane=left&maintainlane=0&position=far,False
329,1,"[ 5.96613731e+01  3.53965416e+01  1.95134068e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01  1.00000000e+00
  3.59948425e+02  6.89756088e+01  3.59985596e+02  6.98172559e+00
  1.00000000e+00  1.00000000e+00  7.54044418e+01  9.98658634e+00
  1.37400096e+01  7.54044418e+01  1.34896417e+00  5.07940009e+00
  5.43982695e+01  6.24760781e+00  9.98658785e+00  2.43389802e+00
  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  4.45707943e+01  0.00000000e+00  1.00000000e+02
 -1.88688915e-01  1.80362676e+00  1.00000000e+00]",40,1.0,1.0,"[0, 0, 0, 0.095293, 1, 0.404259, 0.484016, 0.205531, 0.256439, 0, 0, 0]",NPC vehicle drive-opposite?maintainlane=1&position=far,False
329,2,"[ 1.09381821e+02  3.52972832e+01  4.09186554e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01  1.00000000e+00
  1.86373927e-02  6.57568130e+01  2.78009921e-02  1.08120532e+01
  2.00000000e+00  2.00000000e+00  2.17996078e+01  1.68026810e+00
  1.53457986e+02  6.84024504e+01  1.67284043e+00  5.13566754e+00
  5.27441576e+01  4.97558483e+00  3.34070274e+00  4.16287645e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  4.05017719e+01  0.00000000e+00  1.00000000e+02
 -1.64859188e-01  2.28039717e+00  1.00000000e+00]",3,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Heavy rain,False
