Episode,Step,State,Action,Reward,Collision_Probability,Collision_Probability_List,Action_Description,Done
262,17,"[ 3.30483948e+02  3.58784218e+01  2.95401550e+02  1.00000000e+00
  0.00000000e+00  1.00000000e+00  1.20000000e+01  1.00000000e+00
  3.57967529e+02  3.17682312e+02  3.59974182e+02  7.47417707e-05
  9.00000000e+00  9.00000000e+00  4.39947471e+01  4.00132019e+00
  1.28377342e+01  4.44712240e+02  1.36028050e+00  7.38709973e-01
  1.00000000e+02  1.00000000e+01  1.00000000e+02  2.00000000e+01
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  4.93540712e+01  1.00000000e+02
 -1.33241293e-03 -3.00037371e-01  1.00000000e+00]",33,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",NPC vehicle overtake?lane=left&maintainlane=1&position=near,False
262,18,"[ 3.30483948e+02  3.58784218e+01  2.95401550e+02  1.00000000e+00
  0.00000000e+00  1.00000000e+00  1.20000000e+01 -1.00000000e+00
  3.57967499e+02  3.17684357e+02  3.59974152e+02  1.06192702e-04
  1.00000000e+01  1.00000000e+01  4.47349288e+01  4.00414299e+00
  1.00750643e+02  4.44712240e+02  1.36028252e+00  7.38678280e-01
  1.00000000e+02  1.00000000e+01  1.00000000e+02  2.00000000e+01
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  4.93427625e+01  1.00000000e+02
 -1.33241293e-03 -3.00053096e-01  1.00000000e+00]",40,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",NPC vehicle drive-opposite?maintainlane=1&position=far,False
262,19,"[ 3.30483948e+02  3.58784218e+01  2.95401550e+02  1.00000000e+00
  0.00000000e+00  1.00000000e+00  1.20000000e+01 -1.00000000e+00
  3.57967499e+02  3.17686371e+02  3.59974091e+02  5.70150418e-05
  1.10000000e+01  1.10000000e+01  5.77783070e+01  3.95395447e+00
  1.00423906e+02  1.16670698e+02  1.36028655e+00  7.38614894e-01
  1.00000000e+02  1.00000000e+01  1.00000000e+02  2.00000000e+01
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  4.93604609e+01  1.00000000e+02
 -1.33241293e-03 -3.00027246e-01  1.00000000e+00]",21,-1,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",NPC vehicle drive-ahead?lane=right&maintainlane=1&position=near,True
263,0,"[ 3.40229073e+01  3.48813133e+01  1.01042509e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01  1.00000000e+00
  3.59384186e+02  6.86641846e+01  7.41305063e-03  4.88250537e+00
  0.00000000e+00  0.00000000e+00  1.00000000e+05  1.00000000e+03
  1.00000000e+03  1.00000000e+05  1.35235384e+00  5.08473541e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.58164867e+01  0.00000000e+00  1.00000000e+02
 -9.39496659e+00  3.31386573e-01  1.00000000e+00]",17,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",NPC vehicle drive-ahead?lane=current&maintainlane=0&position=near,False
263,1,"[5.50323639e+01 3.53878975e+01 1.81267357e+01 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.20000000e+01 1.00000000e+00
 3.59473724e+02 6.93511353e+01 5.07971365e-03 6.79799912e+00
 1.00000000e+00 1.00000000e+00 4.35101206e+01 1.00008657e+01
 1.19230216e+01 4.35101206e+01 1.35181996e+00 5.07275853e+00
 3.94391465e+00 6.19301971e+00 1.00008672e+01 4.14313961e-01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 6.03212064e+01 0.00000000e+00 1.00000000e+02
 7.94583813e-01 1.59033100e+00 1.00000000e+00]",2,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Moderate rain,False
263,2,"[1.09455788e+02 3.52967949e+01 4.11015816e+01 5.00000000e-01
 0.00000000e+00 5.00000000e-01 1.20000000e+01 1.00000000e+00
 2.48840377e-02 6.62706757e+01 4.94526662e-02 1.16492806e+01
 1.00000000e+00 1.00000000e+00 4.42132094e+01 9.99919895e+00
 1.15689192e+01 4.42132094e+01 1.34849505e+00 5.12631782e+00
 6.01994570e+00 5.34634944e+00 3.43525442e+00 3.83967525e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 3.42777448e+01 0.00000000e+00 1.00000000e+02
 1.35190345e+00 1.68403006e+00 1.00000000e+00]",21,0.768029,0.768029,"[0.059104, 0.321447, 0.501894, 0.659692, 0.768029, 0.394323, 0, 0, 0, 0, 0, 0]",NPC vehicle drive-ahead?lane=right&maintainlane=1&position=near,False
263,3,"[160.36439514  35.49565887  73.67785645   0.5          0.
   0.5         12.          -1.         359.96380615  44.2780571
 359.50006104   9.96898006   2.           2.          15.82390543
   9.87725423  13.89237838  43.47356576   1.3488594    5.51267393
  62.31045624   6.41505116   5.21541532   1.4054266    0.
   0.           1.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.          27.49050865   0.         100.
  -4.28328072   1.38936112   1.        ]",33,-1,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",NPC vehicle overtake?lane=left&maintainlane=1&position=near,False
263,4,"[160.36439514  35.49565887  73.67785645   0.5          0.
   0.5         12.          -1.         359.96380615  44.2780571
 359.50006104   9.96898006   3.           3.          11.7107972
   0.          12.94761545  43.47356576   1.3488594    5.51267393
  62.31045624   6.41505116   5.21541532   1.4054266    0.
   0.           1.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.          41.11039774   0.         100.
   0.7603905    2.33254807   1.        ]",33,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",NPC vehicle overtake?lane=left&maintainlane=1&position=near,False
263,5,"[ 2.07108551e+02  3.56951561e+01  1.17331032e+02  5.00000000e-01
  0.00000000e+00  5.00000000e-01  1.20000000e+01 -1.00000000e+00
  3.59986511e+02  5.00819511e+01  1.93242971e-02  1.11456253e+01
  3.00000000e+00  3.00000000e+00  3.97135542e+01  1.00026177e+01
  1.17373453e+01  3.97135542e+01  1.34872973e+00  5.40900457e+00
  1.00000000e+02  1.00000000e+01  1.00000000e+02  2.00000000e+01
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  2.21263083e+01  0.00000000e+00  1.00000000e+02
  6.97922338e-02  4.02971892e-01  1.00000000e+00]",5,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Moderate fog,False
263,6,"[ 2.46432785e+02  3.56753349e+01  1.50501389e+02  0.00000000e+00
  5.00000000e-01  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  3.59761353e+02  4.96919365e+01  6.80194655e-03  5.70960025e+00
  3.00000000e+00  3.00000000e+00  1.09801450e+01  0.00000000e+00
  1.17262338e+01  2.90951053e+02  1.35010843e+00  5.41586906e+00
  1.87326162e+00  6.28080314e+00  0.00000000e+00  1.37727237e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.38630650e+01  1.00000000e+02
 -1.22415553e+00 -2.35219845e+00  1.00000000e+00]",0,0.795382,0.795382,"[0.269706, 0.448519, 0.595803, 0.698031, 0.760726, 0.795382, 0.788946, 0.491486, 0.491334, 0.286791, 0.491334, 0.287413]",Nice Weather,False
263,7,"[ 2.53235718e+02  3.57228661e+01  1.56233887e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  3.59685486e+02  4.99500809e+01  3.94728174e-03  4.96778912e-02
  3.00000000e+00  3.00000000e+00  3.56322908e+00  0.00000000e+00
  1.17263574e+01  2.99688971e+02  1.35055549e+00  5.41137443e+00
  3.45110292e+01  6.25066354e+00  0.00000000e+00  9.02689498e-01
  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.57000000e+01  0.00000000e+00  1.00000000e+02
 -1.80815789e-01  6.28538127e-02  1.00000000e+00]",37,0.502688,0.502688,"[0.49629, 0.500488, 0.501521, 0.502688, 0.280515, 0, 0.125729, 0, 0, 0, 0.051453, 0.193601]",NPC vehicle overtake?lane=current&maintainlane=1&position=near,False
263,8,"[ 2.63034668e+02  3.57810822e+01  1.64435120e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01  1.00000000e+00
  3.59809998e+02  5.01182365e+01  4.09866945e-04  6.97074808e+00
  4.00000000e+00  4.00000000e+00  1.05199294e+01  6.44352801e+00
  1.39508279e+01  3.12260198e+02  1.41951756e+00  5.40845677e+00
  5.32769350e+00  6.07353026e+00  2.77203789e+00  2.22773644e+00
  0.00000000e+00  0.00000000e+00  3.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.57000000e+01  0.00000000e+00  1.00000000e+02
 -2.08865200e-03  1.16408858e+00  1.00000000e+00]",33,0.479607,0.479607,"[0.36539, 0.387931, 0.420605, 0.456096, 0.479607, 0.476872, 0.474898, 0.440446, 0.41556, 0.377919, 0.355575, 0.35166]",NPC vehicle overtake?lane=left&maintainlane=1&position=near,False
263,9,"[ 3.05639465e+02  3.54158554e+01  2.02175323e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01  1.00000000e+00
  3.45195755e-02  4.63318329e+01  3.59993225e+02  8.71523293e+00
  4.00000000e+00  4.00000000e+00  1.13150508e+01  1.00003082e+01
  1.35413721e+01  3.68163859e+02  1.34844747e+00  5.47457273e+00
  5.82251376e+00  6.23383152e+00  1.46492175e+00  2.67463321e+00
  0.00000000e+00  0.00000000e+00  3.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.59764610e+01  1.00000000e+02
 -4.23616821e-02 -8.47837476e-01  1.00000000e+00]",25,0.419825,0.419825,"[0.26549, 0.286313, 0.419825, 0.170417, 0.147471, 0.175821, 0.20492, 0.033026, 0.056293, 0.06294, 0, 0]",NPC vehicle drive-ahead?lane=left&maintainlane=0&position=near,False
263,10,"[ 3.29371979e+02  3.49363480e+01  2.24029846e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01  0.00000000e+00
  2.50837225e-02  4.86297836e+01  6.75599696e-03  5.13797049e+00
  5.00000000e+00  5.00000000e+00  1.01680355e+01  5.14301431e+00
  1.33909435e+01  3.99869755e+02  1.34850498e+00  5.43439958e+00
  2.24364178e+00  3.02450146e+00  0.00000000e+00  2.38416249e+00
  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.48214231e+01  1.00000000e+02
 -2.81369092e-01 -6.05311533e-01  1.00000000e+00]",35,0.817545,0.817545,"[0.525279, 0.817545, 0, 0, 0, 0, 0, 0.023775, 0, 0.188502, 0.040937, 0]",NPC vehicle overtake?lane=current&maintainlane=0&position=far,False
263,11,"[ 3.41702423e+02  3.49373741e+01  2.34964279e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  3.13664228e-02  4.76794624e+01  3.59954712e+02  1.06306446e+00
  6.00000000e+00  6.00000000e+00  8.82098838e+00  1.17036504e+00
  1.40792931e+01  4.16160280e+02  1.34846660e+00  5.45122630e+00
  2.31698043e+00  6.28418694e+00  3.15906210e+00  2.13340434e+00
  0.00000000e+00  0.00000000e+00  2.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  2.78297665e+01  1.00000000e+02
  2.92329013e+00 -1.60715760e+00  1.00000000e+00]",27,0.592342,0.592342,"[0, 0.509323, 0.592342, 0.242941, 0, 0, 0, 0, 0, 0, 0, 0]",NPC vehicle overtake?lane=right&maintainlane=0&position=far,False
263,12,"[ 3.53815613e+02  3.49718628e+01  2.52376556e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  3.59370299e-02  1.89471302e+01  3.59833740e+02  6.18106163e+00
  7.00000000e+00  7.00000000e+00  1.30887945e+01  4.00160427e+00
  1.33847202e+01  4.36007391e+02  1.53483348e+00  5.95155040e+00
  1.00000000e+02  1.00000000e+01  1.00000000e+02  2.00000000e+01
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  2.15885933e+01  0.00000000e+00  1.00000000e+02
  1.44490395e+01  6.86927625e-01  1.00000000e+00]",24,-1,0.091406,"[0.091406, 0.018359, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",NPC vehicle drive-ahead?lane=left&maintainlane=0&position=far,False
263,13,"[ 3.32318726e+02  3.58016281e+01  2.94130707e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  3.58154724e+02  3.19364319e+02  3.59852722e+02  5.03549282e+00
  8.00000000e+00  8.00000000e+00  2.02846570e+01  9.25866232e+00
  1.18479287e+01  4.45230687e+02  1.35928214e+00  7.09902309e-01
  7.56924901e+01  8.64159385e+00  7.64316800e+01  1.57439652e+01
  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.90983607e+01  1.00000000e+02
  1.80322338e-03 -3.00000000e+00  1.00000000e+00]",46,-1,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",NPC vehicle cross-road?maintainlane=0&position=near,False
263,14,"[ 3.32318726e+02  3.58016281e+01  2.94130707e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01 -1.00000000e+00
  3.58154724e+02  3.19364319e+02  3.59852722e+02  5.03549282e+00
  9.00000000e+00  9.00000000e+00  1.96842186e+01  0.00000000e+00
  1.49922269e+02  4.45230687e+02  1.35928214e+00  7.09902309e-01
  7.56924901e+01  8.64159385e+00  7.64316800e+01  1.57439652e+01
  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.90983607e+01  1.00000000e+02
  1.62137951e-03 -3.00000000e+00  1.00000000e+00]",33,-1,0.167072,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.167072, 0, 0]",NPC vehicle overtake?lane=left&maintainlane=1&position=near,False
263,15,"[ 3.29755676e+02  3.59395027e+01  2.97100281e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01  1.00000000e+00
  3.57968964e+02  3.19270782e+02  3.59916595e+02  1.19052095e-04
  1.00000000e+01  1.00000000e+01  8.23969085e+00  1.90734863e-03
  1.41732394e+01  4.45307793e+02  1.36027205e+00  7.11230020e-01
  5.77078109e+01  7.06146927e+00  5.83497731e+01  1.33903484e+01
  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  6.99832335e+01  1.00000000e+02
  2.80377613e-02 -3.00000000e+00  1.00000000e+00]",38,-1,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",NPC vehicle overtake?lane=current&maintainlane=0&position=near,False
263,16,"[ 3.29755676e+02  3.59395027e+01  2.97100281e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01  1.00000000e+00
  3.57968964e+02  3.19270782e+02  3.59916595e+02  1.19052095e-04
  1.10000000e+01  1.10000000e+01  8.23969085e+00  1.90734863e-03
  1.41732394e+01  4.45307793e+02  1.36027205e+00  7.11230020e-01
  5.77078109e+01  7.06146927e+00  5.83497731e+01  1.33903484e+01
  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  6.99832335e+01  1.00000000e+02
  2.80377613e-02 -3.00000000e+00  1.00000000e+00]",8,0.613896,0.613896,"[0, 0, 0, 0, 0, 0.313371, 0.613896, 0, 0, 0.613601, 0.613467, 0.613414]",Moderate wetness,False
263,17,"[ 3.29755676e+02  3.59395065e+01  2.97100281e+02  0.00000000e+00
  0.00000000e+00  5.00000000e-01  1.20000000e+01  1.00000000e+00
  3.57968903e+02  3.19272827e+02  3.59916412e+02  1.75205054e-04
  1.10000000e+01  1.10000000e+01  8.23954492e+00  0.00000000e+00
  1.41733326e+01  1.05831434e+02  1.36027525e+00  7.11198380e-01
  1.00000000e+02  1.00000000e+01  1.00000000e+02  2.00000000e+01
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  6.99834068e+01  1.00000000e+02
  2.80377613e-02 -3.00000000e+00  1.00000000e+00]",20,0.613781,0.613781,"[0.613418, 0.613381, 0.613484, 0.613589, 0.613781, 0.613657, 0, 0, 0, 0, 0, 0]",NPC vehicle drive-ahead?lane=right&maintainlane=1&position=far,False
263,18,"[ 3.29755676e+02  3.59395065e+01  2.97100281e+02  0.00000000e+00
  0.00000000e+00  5.00000000e-01  1.20000000e+01  1.00000000e+00
  3.57968933e+02  3.19274841e+02  3.59916504e+02  5.90810898e-05
  1.20000000e+01  1.20000000e+01  8.23954973e+00  0.00000000e+00
  1.41733433e+01  4.45307794e+02  1.36027845e+00  7.11166739e-01
  1.00000000e+02  1.00000000e+01  1.00000000e+02  2.00000000e+01
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  6.99916794e+01  1.00000000e+02
  2.80377613e-02 -3.00000000e+00  1.00000000e+00]",38,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",NPC vehicle overtake?lane=current&maintainlane=0&position=near,False
263,19,"[ 3.29755676e+02  3.59395065e+01  2.97100281e+02  0.00000000e+00
  0.00000000e+00  5.00000000e-01  1.20000000e+01 -1.00000000e+00
  3.57968933e+02  3.19276886e+02  3.59916290e+02  1.06376399e-04
  1.20000000e+01  1.20000000e+01  8.23955909e+00  0.00000000e+00
  1.41733048e+01  1.06007780e+02  1.36028165e+00  7.11135099e-01
  1.00000000e+02  1.00000000e+01  1.00000000e+02  2.00000000e+01
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  5.03004672e+01  1.00000000e+02
  2.80377613e-02 -2.97093704e-01  1.00000000e+00]",36,-1,0.0,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]",NPC vehicle overtake?lane=current&maintainlane=1&position=far,True
264,0,"[ 3.39239960e+01  3.48806496e+01  1.00289392e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.20000000e+01  1.00000000e+00
  3.59433258e+02  6.98043823e+01  3.59917175e+02  4.66950168e+00
  0.00000000e+00  0.00000000e+00  1.00000000e+05  1.00000000e+03
  1.00000000e+03  1.00000000e+05  1.35206948e+00  5.06524411e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.60629217e+01  0.00000000e+00  1.00000000e+02
 -3.06570613e+00  6.24757263e-01  1.00000000e+00]",12,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Evening,False
264,1,"[ 6.43068619e+01  3.53958817e+01  2.15586548e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  2.00000000e+01  1.00000000e+00
  3.59909149e+02  6.85730057e+01  3.59967529e+02  8.72095149e+00
  0.00000000e+00  0.00000000e+00  1.00000000e+05  1.00000000e+03
  1.00000000e+03  1.00000000e+05  1.52368939e+00  5.08635525e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  2.94285318e+01  0.00000000e+00  1.00000000e+02
 -1.71896730e+00  1.24999723e+00  1.00000000e+00]",44,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",NPC vehicle cross-road?maintainlane=0&position=far,False
264,2,"[ 1.25379074e+02  3.53050728e+01  4.84221992e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  2.00000000e+01  1.00000000e+00
  3.59594086e+02  6.46912994e+01  3.59757996e+02  1.19958277e+01
  1.00000000e+00  1.00000000e+00  1.97022822e+02  1.40001427e+01
  1.17999607e+01  1.97022822e+02  1.95202699e+00  5.15260195e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.79278888e+01  1.00000000e+02
  5.32716138e+00 -9.24299212e-02  1.00000000e+00]",30,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",NPC vehicle overtake?lane=right&maintainlane=0&position=near,False
264,3,"[ 1.74027725e+02  3.55604019e+01  8.79425735e+01  0.00000000e+00
  0.00000000e+00  0.00000000e+00  2.00000000e+01 -1.00000000e+00
  3.59590332e+02  4.53049660e+01  1.52799144e-01  1.08445544e+01
  2.00000000e+00  2.00000000e+00  2.00819465e+01  7.06210747e+00
  1.25843192e+01  2.00819465e+01  1.35112966e+00  5.49177395e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.57000000e+01  0.00000000e+00  1.00000000e+02
 -2.89391220e+00  3.39548207e-01  1.00000000e+00]",35,-1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",NPC vehicle overtake?lane=current&maintainlane=0&position=far,False
264,4,"[ 2.24558319e+02  3.56713371e+01  1.31867996e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  2.00000000e+01 -1.00000000e+00
  2.24999934e-01  4.96488228e+01  6.17669895e-04  1.04642639e+01
  3.00000000e+00  3.00000000e+00  2.46610988e+01  1.39994963e+01
  1.28225568e+01  2.46610988e+01  1.34725178e+00  5.41664314e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  2.06715330e+01  1.00000000e+02
 -1.37710901e-01 -2.64442965e-01  1.00000000e+00]",24,0.323692,0.323692,"[0, 0, 0, 0.217848, 0, 0.105407, 0, 0, 0, 0, 0.30706, 0.323692]",NPC vehicle drive-ahead?lane=left&maintainlane=0&position=far,False
